28,329,856,3896,2,2,96,10,62,39.06
2,857,574,2565,15,5,151,100,19,69.83
7,502,269,4189,9,10,148,63,40,117.60
42,641,180,3162,16,3,136,63,53,194.78
39,583,680,86,15,7,88,73,19,73.81
39,353,31,3923,11,1,122,40,14,33.81
31,179,85,3364,27,4,132,77,89,542.01
3,6,73,2082,3,5,65,20,50,57.75
6,405,657,3384,7,1,60,26,71,111.83
41,51,442,1958,15,2,134,42,48,161.28
34,516,457,1722,8,8,46,53,40,100.80
28,935,861,2986,11,2,137,65,14,35.28
15,3,147,3499,23,8,155,77,19,107.73
20,663,665,3806,15,8,34,76,71,283.29
24,152,163,4245,11,9,94,50,62,201.81
5,655,969,4666,10,4,73,46,48,120.96
30,912,806,689,8,4,44,60,42,88.20
3,388,386,2145,17,5,31,73,14,57.33
34,448,809,3695,16,1,77,56,29,100.49
27,412,811,923,13,5,156,60,14,45.57
1,621,658,753,12,5,81,56,50,152.25
3,755,823,201,9,1,35,50,14,27.93
16,860,301,3911,13,2,77,75,40,117.60
42,479,940,2172,20,8,93,93,42,211.68
6,945,559,571,6,3,118,45,14,22.05
33,548,327,4509,12,10,92,73,48,171.36
2,27,910,2046,7,4,70,27,48,90.72
33,383,508,1070,10,8,84,60,62,182.28
28,725,430,2032,7,5,86,60,70,139.65
10,270,850,2150,5,3,67,20,48,65.52
19,453,508,795,20,6,91,86,89,429.87
26,677,500,1351,3,1,68,13,35,25.72
42,288,557,871,9,5,31,35,32,77.28
17,289,872,747,29,2,53,77,29,182.70
42,595,31,3398,20,3,105,76,40,180.60
3,704,426,601,11,3,66,70,14,36.75
25,523,294,1137,15,3,135,60,62,214.83
15,694,9,1772,16,1,32,56,14,48.51
33,701,479,3640,14,2,43,80,48,151.20
41,65,704,876,13,7,100,50,62,214.83
37,574,591,4116,18,8,116,86,62,286.44
17,829,941,2241,15,3,31,90,35,121.27
16,346,756,1919,15,8,102,76,14,55.86
39,151,812,846,1,4,30,12,48,30.24
30,72,466,482,4,10,90,35,38,71.82
20,597,948,1411,12,7,118,63,50,162.75
21,291,526,877,27,1,54,70,55,317.63
33,611,296,1961,5,5,39,33,89,140.17
13,514,533,914,20,6,120,86,70,338.10
4,927,606,689,4,4,43,40,14,17.64
13,392,589,1466,13,8,30,70,14,49.98
32,117,67,1748,7,2,86,22,62,104.16
16,811,242,1637,14,5,48,95,40,138.60
17,2,627,956,30,7,148,92,19,133.66
31,992,41,1253,11,3,145,70,62,162.75
37,132,868,3280,12,5,80,42,38,115.71
31,740,408,490,10,4,116,70,29,73.08
31,31,555,4706,12,6,41,45,85,267.75
10,459,883,2278,3,4,90,23,71,74.55
33,377,509,2404,4,9,30,43,42,74.97
11,564,375,2553,16,8,116,80,42,176.40
1,246,463,2214,27,3,31,75,53,317.20
19,954,105,429,5,1,45,30,53,61.21
14,595,397,1048,16,6,56,73,50,199.50
10,36,855,3987,11,2,147,32,62,156.24
27,670,93,1525,11,1,38,40,71,171.47
38,125,372,2139,17,2,64,47,14,52.92
15,555,540,2221,15,3,138,60,29,100.49
39,235,159,1495,5,4,146,22,42,61.74
5,583,951,73,9,10,79,63,38,111.72
35,947,645,4919,6,3,36,45,62,97.65
24,816,474,3938,12,1,69,65,89,233.63
36,730,898,629,14,3,84,85,55,179.03
10,290,675,4761,10,4,155,35,62,156.24
22,117,946,4057,23,6,60,72,62,338.52
41,427,175,295,19,2,153,70,38,159.60
37,649,813,4181,7,1,113,26,29,45.67
23,351,203,1341,14,3,105,56,29,94.39
39,890,669,386,1,4,127,25,14,8.82
29,996,843,3700,5,4,61,45,62,91.14
13,607,945,3792,16,1,139,56,53,183.64
28,653,605,1109,18,1,126,63,55,213.67
5,779,805,3585,2,4,157,30,14,11.76
24,386,582,1570,9,3,144,40,62,136.71
2,13,934,1645,23,9,132,80,14,80.85
39,37,251,3674,27,4,158,77,50,304.50
33,320,409,1110,17,6,57,57,55,231.00
22,717,561,704,10,4,136,70,40,100.80
18,530,252,3236,4,6,66,33,35,51.45
23,439,340,1956,15,10,88,83,62,260.40
28,72,603,962,25,6,128,77,48,282.24
1,670,546,2374,11,3,96,46,29,76.13
22,615,204,1838,8,6,30,46,71,164.01
22,514,440,3881,9,6,34,50,85,214.20
20,388,874,4987,9,10,98,63,92,270.48
40,181,370,4469,19,5,124,60,42,189.63
30,747,460,1802,7,3,61,50,48,85.68
2,710,183,1763,15,4,134,95,29,103.53
23,339,542,2276,2,3,89,16,50,36.75
10,210,234,2652,23,10,62,82,55,323.40
12,663,221,793,8,5,52,43,62,136.71
31,500,801,4617,14,6,63,66,62,221.34
8,861,759,3530,6,2,138,40,48,70.56
25,971,632,3131,14,2,91,80,29,91.35
25,891,824,4249,12,5,141,85,70,213.15
24,380,590,1380,13,2,138,50,29,85.26
32,308,509,4463,5,1,76,15,62,71.61
39,243,430,3195,30,10,62,100,14,102.90
32,214,435,1460,19,7,42,65,89,420.52
42,869,446,4923,15,2,153,85,32,107.52
2,894,608,2402,8,3,57,55,89,177.56
15,520,786,3443,15,8,35,76,14,55.86
33,440,520,3953,3,6,107,30,89,112.14
19,512,865,3038,6,8,97,46,70,147.00
6,323,472,4148,11,4,55,37,53,144.69
35,162,766,2251,14,3,93,42,35,113.93
16,939,678,4873,14,1,115,75,35,106.58
15,340,639,221,16,2,109,60,89,317.73
42,556,350,3115,6,8,99,46,48,100.80
11,179,729,3540,20,9,154,72,92,473.34
31,796,805,139,4,1,127,25,50,47.25
40,482,696,2585,5,10,130,50,35,73.50
2,345,552,497,11,10,115,70,29,97.44
42,976,331,2845,3,1,84,20,14,10.29
8,894,164,3983,13,2,116,75,14,41.16
11,786,493,1785,12,1,120,65,19,49.88
42,697,527,3566,1,6,30,23,48,40.32
42,148,132,2942,6,5,147,27,70,124.95
5,439,317,3950,19,10,95,96,62,312.48
16,891,388,21,2,3,103,25,55,40.42
20,948,252,136,2,2,38,20,19,11.97
9,844,988,455,12,3,48,75,40,113.40
6,55,959,359,22,7,141,72,53,283.82
5,925,39,38,9,3,105,60,85,187.42
26,156,69,801,5,4,131,22,40,58.80
16,243,355,2017,6,6,116,30,38,71.82
26,231,82,1842,18,6,67,60,55,242.55
7,114,164,3427,3,2,136,12,32,26.88
19,630,156,2769,7,3,44,33,32,57.12
13,775,289,875,11,2,140,65,62,156.24
14,711,278,3647,9,4,34,65,40,92.40
7,631,621,1788,2,10,139,40,38,55.86
22,781,519,2718,5,5,133,50,14,22.05
14,664,142,3054,2,3,137,16,42,30.87
29,958,740,2727,2,3,70,25,92,67.62
27,215,328,34,23,5,76,70,42,224.91
13,735,768,1714,4,2,65,30,38,39.90
2,159,634,4585,2,8,110,25,62,78.12
13,533,954,417,13,8,41,70,50,178.50
35,623,271,1924,11,7,140,60,62,188.79
32,644,574,829,10,10,36,66,14,44.10
26,764,317,3652,6,2,48,40,40,58.80
41,483,545,3062,17,5,43,73,85,348.07
10,642,801,3458,18,8,79,86,62,286.44
30,221,209,2213,5,8,58,32,35,66.15
12,6,575,143,10,5,150,37,38,99.75
15,113,201,852,2,1,138,7,14,7.35
24,774,102,4484,14,5,36,95,70,242.55
33,898,8,3028,6,1,130,35,53,72.34
8,206,625,3331,9,2,75,27,50,105.00
1,286,675,3989,16,4,128,50,55,207.90
39,387,422,3163,10,6,104,53,35,95.55
9,666,445,4817,4,3,104,23,32,36.96
41,707,513,2495,2,1,106,15,29,15.23
10,123,85,1521,20,10,159,75,29,152.25
17,570,377,2663,8,7,136,50,35,84.52
17,310,519,1365,21,8,42,72,89,467.25
27,110,889,227,4,10,153,35,62,117.18
18,1000,617,2502,2,3,116,25,71,52.18
21,667,879,4998,16,8,46,80,32,134.40
19,565,366,2535,7,5,123,40,32,63.84
34,38,231,200,5,7,38,30,71,126.74
19,620,821,4838,11,4,97,50,48,131.04
40,349,208,2730,12,5,125,56,19,57.85
31,32,650,967,21,5,137,65,38,187.53
4,140,853,3861,12,8,129,50,29,97.44
31,639,547,4209,3,1,70,13,42,30.87
4,777,476,3962,2,1,127,15,48,25.20
40,494,940,3149,8,6,66,46,19,43.89
30,624,898,970,17,3,107,66,50,194.25
39,42,242,4605,14,3,49,42,50,162.75
11,366,859,110,17,5,51,73,62,253.89
40,600,330,1114,9,3,43,40,48,105.84
6,417,341,4600,8,6,107,46,48,110.88
30,69,953,1100,6,5,122,27,70,124.95
33,861,669,903,3,3,91,30,19,17.95
16,182,517,4669,15,2,152,42,35,117.60
16,240,528,3366,23,7,40,75,92,511.98
32,216,794,3773,1,9,140,25,32,36.96
41,726,979,3844,15,1,86,80,32,104.16
40,167,334,2470,8,3,49,27,89,177.56
28,604,98,1964,9,3,30,40,62,136.71
31,537,244,1553,14,7,71,70,32,117.60
18,216,995,286,3,9,67,30,29,45.67
4,972,371,414,13,3,50,80,92,280.14
38,510,291,98,6,6,148,40,14,26.46
39,811,79,1143,9,5,37,70,48,115.92
5,147,527,1587,18,6,51,60,55,242.55
5,36,357,3780,16,8,157,60,29,121.80
31,285,947,1321,24,10,113,85,53,322.77
17,908,675,2559,10,4,104,70,40,100.80
39,289,677,2957,7,8,41,37,42,97.02
5,824,853,2856,6,2,94,40,14,20.58
34,978,738,4728,11,2,61,65,42,105.84
28,653,776,4129,4,6,31,33,35,51.45
13,503,919,2379,6,1,137,23,19,25.93
7,823,714,3475,14,5,96,95,48,166.32
34,429,632,4960,17,5,57,73,55,225.22
18,197,422,4726,6,6,117,30,38,71.82
42,376,19,3918,15,9,143,80,35,143.32
17,82,931,316,19,5,101,60,92,415.38
9,501,501,4968,15,8,74,76,38,151.62
33,180,486,4301,24,7,70,77,85,490.88
33,281,883,4413,6,4,112,25,71,119.28
21,601,562,3067,16,9,147,83,14,60.27
5,850,746,3248,13,3,93,80,89,271.01
19,268,974,583,9,7,144,40,55,144.38
19,621,478,4016,5,8,81,43,89,168.21
16,707,726,265,7,2,142,45,29,48.72
33,622,133,1608,13,6,78,63,53,178.08
40,683,423,1842,4,6,130,33,35,51.45
42,818,68,1192,8,3,53,55,55,109.72
8,752,447,453,2,3,76,25,14,10.29
7,518,495,2937,2,1,54,10,35,18.38
33,137,738,200,30,10,101,100,48,352.80
10,88,589,2716,17,2,130,47,62,234.36
27,809,741,1023,1,2,35,15,48,20.16
13,965,33,130,8,4,69,60,29,60.90
21,367,653,553,16,5,63,70,62,240.87
40,368,969,908,17,3,156,66,40,155.40
2,46,296,4911,30,7,128,92,70,492.45
6,481,241,4931,12,3,136,50,92,260.82
10,668,969,1107,14,9,41,76,62,240.87
8,690,808,3632,3,5,149,26,85,98.17
33,350,328,2830,15,3,114,60,71,246.01
34,306,753,4093,22,3,106,62,14,69.09
6,57,623,616,12,10,106,55,89,317.73
14,805,466,4833,14,5,70,95,14,48.51
24,170,421,4339,6,1,52,17,32,43.68
16,473,960,3215,4,3,76,23,89,102.80
14,110,78,3912,28,5,122,82,85,544.42
35,490,207,1230,20,6,134,86,32,154.56
24,442,223,1775,6,2,64,26,71,104.37
2,38,925,673,25,5,91,75,38,219.45
26,658,933,833,12,10,112,73,62,221.34
13,313,823,3392,19,8,105,67,35,169.05
23,125,982,3016,20,8,128,70,50,252.00
12,312,242,3692,13,2,52,37,48,141.12
30,326,86,2837,29,3,119,80,14,89.67
26,632,706,1893,18,10,73,93,53,255.99
2,507,546,4792,7,10,72,56,19,47.88
37,399,102,1734,8,6,141,46,89,205.59
9,993,32,4155,5,3,39,40,29,39.59
7,298,385,623,8,4,94,30,55,115.50
3,597,60,3839,7,2,104,30,48,80.64
7,429,297,346,19,8,62,90,48,231.84
37,332,867,1796,20,5,93,62,14,66.15
27,949,146,2318,14,3,77,85,53,172.51
24,427,266,740,4,3,102,23,48,55.44
4,552,451,1685,17,8,44,83,53,233.73
29,503,519,1615,13,8,132,70,40,142.80
12,482,183,1953,10,9,66,63,14,42.63
6,588,46,1087,7,5,112,40,14,27.93
9,176,252,1849,28,3,41,77,71,439.84
19,993,212,2244,2,3,82,25,42,30.87
24,584,214,1120,10,1,38,36,55,121.27
41,161,270,4320,13,1,95,35,92,260.82
21,270,988,1853,19,3,85,55,85,365.93
31,10,74,3395,9,9,122,45,71,201.29
7,967,97,1419,4,1,81,25,53,50.09
10,18,252,2655,7,9,32,40,92,222.18
6,753,547,2186,11,1,82,60,92,222.18
40,324,993,2557,20,2,113,55,14,61.74
15,833,214,2762,15,4,30,95,35,124.95
25,285,295,4389,11,2,114,32,38,95.76
38,410,649,4950,18,7,148,83,29,130.94
30,188,529,1065,2,3,88,12,48,35.28
33,476,855,3910,6,7,75,43,14,27.93
42,653,838,2826,15,2,126,56,35,117.60
41,745,310,2259,15,2,139,85,42,141.12
1,189,3,2496,8,5,107,32,19,41.89
24,144,603,3631,21,6,95,67,48,241.92
12,296,923,2884,9,6,98,37,85,214.20
15,517,683,4537,3,4,142,23,53,55.65
12,860,869,2040,11,3,155,70,14,36.75
34,878,106,4003,9,5,104,70,48,115.92
37,183,885,4493,29,1,160,75,14,86.73
9,583,982,1055,20,5,78,83,48,226.80
7,68,880,2667,17,2,111,47,70,264.60
25,277,916,420,4,6,64,25,85,124.95
9,769,428,892,7,4,146,55,14,26.46
16,982,24,3325,11,3,81,70,48,126.00
2,699,389,657,13,7,157,66,19,65.83
26,431,113,1585,3,6,88,30,62,78.12
30,607,320,4170,17,4,136,70,35,139.65
36,851,690,1707,7,1,78,40,62,97.65
8,361,114,64,4,9,160,43,38,67.83
27,681,377,1747,13,5,90,60,48,156.24
17,432,161,3654,15,5,47,66,14,51.45
3,46,458,4874,15,10,137,62,85,357.00
26,759,841,1562,5,1,69,30,14,16.17
14,701,988,3464,12,4,84,80,62,182.28
23,77,151,2520,23,6,62,72,19,103.74
35,750,874,1504,14,3,102,85,38,123.69
26,317,648,3063,20,7,150,67,62,305.97
2,651,290,4843,12,9,118,70,40,138.60
8,629,90,4488,4,3,32,23,42,48.51
7,635,617,4128,16,10,45,86,71,313.11
26,18,753,1325,24,9,155,82,48,287.28
13,947,227,65,6,1,46,35,62,84.63
34,897,842,3823,1,4,72,25,40,25.20
30,630,662,3047,17,3,137,66,19,73.81
29,567,203,886,17,1,136,60,85,312.38
2,332,344,556,1,8,59,22,42,44.10
10,553,104,3100,3,5,135,26,71,82.00
22,223,819,2415,3,4,125,17,38,39.90
22,995,878,2361,1,4,93,25,55,34.65
35,38,479,4891,12,9,127,52,29,100.49
8,220,170,975,12,4,44,40,48,141.12
27,157,263,3623,7,2,129,22,40,67.20
22,823,954,4679,8,1,30,45,50,89.25
8,554,609,1118,18,10,134,93,14,67.62
4,82,938,3345,12,5,79,42,32,97.44
39,969,466,4680,9,5,111,70,92,222.18
2,899,511,1775,9,5,146,70,89,214.94
20,928,239,3902,14,1,133,75,48,146.16
3,813,830,489,15,4,129,95,48,171.36
9,451,268,3601,6,6,30,40,89,168.21
14,254,925,3665,19,5,132,60,85,383.77
37,463,775,146,1,1,89,6,50,15.75
17,411,944,4927,15,3,31,60,48,166.32
9,649,341,4482,16,2,44,60,71,253.47
30,784,636,1445,8,2,158,50,89,168.21
15,256,387,602,29,1,121,75,42,260.19
16,596,366,3028,10,10,56,66,62,195.30
23,174,653,4731,17,7,65,60,14,60.27
36,338,988,1220,1,10,94,36,92,115.92
3,122,146,4335,13,8,51,52,70,249.90
29,649,858,3935,17,10,106,90,70,323.40
14,888,77,2301,11,4,70,75,42,114.66
37,324,85,2941,21,6,95,67,29,146.16
35,974,419,416,5,2,158,35,38,47.88
11,337,939,104,18,1,105,63,19,73.81
10,680,779,2919,5,5,73,33,89,140.17
28,941,167,2105,3,4,99,35,38,39.90
25,211,176,2301,22,4,121,65,19,95.76
26,989,800,72,10,3,77,65,85,205.28
6,461,760,3930,8,8,97,53,62,156.24
25,110,539,4214,13,9,64,55,70,257.25
16,722,216,150,3,3,40,30,48,45.36
28,189,627,2382,4,2,158,15,50,52.50
41,400,852,4916,2,10,129,40,62,91.14
6,79,103,4159,9,5,158,35,14,33.81
16,491,939,1276,16,1,53,56,38,131.67
23,312,507,4426,29,2,42,77,48,302.40
10,992,256,4311,12,2,141,70,71,193.83
2,815,597,1297,9,2,30,55,14,29.40
8,221,41,2462,7,7,79,35,32,70.56
41,455,824,4140,8,9,82,56,38,99.75
1,686,466,3859,12,2,55,46,71,193.83
11,614,819,2142,1,3,80,13,92,48.30
36,408,354,2109,8,7,78,50,14,33.81
29,41,330,2237,29,9,73,95,62,436.17
18,257,116,2542,29,4,112,82,50,325.50
39,261,707,2140,27,2,135,72,71,417.48
32,574,6,1392,15,9,88,80,14,57.33
36,519,609,508,12,9,38,70,29,100.49
1,738,365,3730,5,3,111,40,40,54.60
16,564,723,1662,5,4,154,30,62,91.14
15,260,493,4799,17,7,80,60,53,228.16
26,824,542,4058,12,4,99,80,89,261.66
38,417,740,3567,11,4,135,50,50,136.50
41,122,469,545,29,9,47,95,62,436.17
11,269,375,2362,11,2,98,32,70,176.40
31,917,375,766,8,4,139,60,14,29.40
27,373,371,3203,17,2,84,63,14,52.92
37,792,72,2479,14,1,155,75,38,115.71
13,959,813,2426,4,5,47,45,50,68.25
41,86,957,2360,17,5,81,55,48,196.56
14,943,681,3176,15,4,122,95,71,253.47
28,453,564,3928,5,3,58,26,38,51.87
41,410,29,1646,19,4,36,76,40,176.40
29,570,200,576,1,7,151,26,40,37.80
40,790,462,4029,10,1,102,55,89,196.25
38,778,504,202,4,1,126,25,38,35.91
3,799,616,2222,14,1,107,75,89,271.01
20,170,849,999,14,3,96,42,14,45.57
18,763,338,1851,14,3,104,85,48,156.24
25,463,590,3855,2,9,96,36,40,54.60
20,254,463,1899,7,3,119,25,32,57.12
30,477,14,1452,13,7,75,66,29,100.49
32,573,997,3809,11,8,82,63,40,126.00
20,691,813,1822,16,5,123,70,40,155.40
36,462,592,36,11,7,100,60,19,57.85
17,572,337,1911,15,3,67,60,55,190.57
12,885,495,383,2,1,87,15,53,27.82
16,438,998,512,4,2,157,20,70,73.50
3,136,557,2697,15,10,124,62,53,222.60
31,326,824,4057,17,8,35,62,55,242.55
25,923,952,2597,10,4,154,70,71,178.92
21,241,103,715,17,9,60,65,92,415.38
8,243,813,3099,1,6,153,17,70,58.80
29,868,621,3953,14,1,75,75,48,146.16
19,166,320,4252,13,7,119,50,48,166.32
19,588,385,2697,7,7,91,46,62,136.71
39,544,575,1697,17,1,118,60,92,338.10
4,886,863,4903,15,1,67,80,89,289.69
36,654,151,2995,5,6,120,36,85,142.80
18,62,932,1106,17,6,84,57,42,176.40
6,54,965,27,23,2,141,62,53,267.12
25,787,590,1827,4,1,59,25,55,51.98
41,916,830,2018,4,3,76,35,35,40.42
27,968,432,597,5,5,119,50,50,78.75
14,582,630,170,11,7,141,60,42,127.89
32,539,138,4654,9,9,50,60,32,90.72
36,504,571,2290,8,8,75,53,55,138.60
32,169,406,1906,4,5,111,22,89,121.49
9,960,122,285,9,2,62,55,62,130.20
1,904,210,1623,6,4,118,50,32,53.76
19,762,191,858,9,4,120,65,89,205.59
15,18,740,777,10,7,92,42,62,175.77
36,507,985,1308,14,4,130,60,29,97.44
36,359,344,2055,15,3,99,60,48,166.32
25,520,339,3083,5,7,121,40,35,62.47
13,659,84,1803,19,2,63,70,55,231.00
35,103,203,4719,29,1,34,75,42,260.19
11,947,372,813,14,2,41,80,62,195.30
4,941,958,4867,3,5,31,40,42,48.51
10,27,988,2887,1,2,137,7,19,7.98
26,654,520,3615,15,4,160,63,35,124.95
13,729,28,537,3,2,109,25,53,44.52
7,671,895,2660,2,10,87,40,29,42.63
25,315,838,4709,29,8,116,92,53,367.29
6,317,48,3331,12,9,149,52,29,100.49
10,260,809,2715,30,9,41,97,48,347.76
12,382,528,1221,2,1,65,10,29,15.23
36,970,545,1261,9,2,68,55,50,105.00
7,511,731,284,8,2,131,33,62,117.18
22,418,347,1612,5,6,83,36,14,23.52
1,540,600,1391,17,8,41,83,14,61.74
11,233,925,4848,6,8,45,35,38,79.80
16,978,346,4200,11,1,56,60,35,84.52
1,571,874,4803,7,1,57,26,50,78.75
11,94,918,4017,20,3,134,57,55,248.32
29,135,857,1086,15,2,160,42,48,161.28
33,950,267,353,8,4,120,60,38,79.80
16,113,383,3177,16,10,143,65,89,392.49
10,791,660,3795,6,5,93,55,29,51.77
26,429,519,597,4,2,137,20,62,65.10
12,684,167,2327,3,6,110,30,38,47.88
38,457,304,3164,18,7,151,83,32,144.48
26,932,65,3198,12,1,138,65,29,76.13
21,962,990,3391,12,1,79,65,29,76.13
28,692,87,4248,3,2,43,16,42,35.28
37,813,295,2278,11,4,83,75,14,38.22
18,544,437,3008,11,9,83,66,14,45.57
28,535,878,3947,17,6,55,76,48,201.60
37,813,433,790,12,1,35,65,71,186.38
25,645,450,271,15,3,38,60,48,166.32
15,209,984,4556,30,7,82,92,35,246.22
41,508,159,3362,14,3,101,56,53,172.51
13,608,607,473,20,1,91,70,85,365.93
14,441,395,1277,12,9,119,70,92,318.78
30,231,906,3015,5,2,68,17,71,89.46
23,264,873,3274,22,1,106,57,14,66.15
21,428,216,4591,14,2,110,53,40,126.00
25,480,584,4442,17,2,154,63,70,264.60
5,779,76,3571,1,4,148,25,85,53.55
12,980,197,333,14,5,58,95,32,110.88
37,418,323,4986,7,4,50,36,14,26.46
30,530,75,2221,4,7,46,36,55,86.63
36,437,660,2487,1,10,38,36,42,52.92
4,783,65,2803,3,2,62,25,40,33.60
25,209,202,1810,15,10,61,62,62,260.40
33,920,291,3151,12,2,64,70,62,169.26
37,420,659,3803,6,1,78,23,19,25.93
20,666,550,3955,2,10,58,40,55,80.85
36,226,116,1293,27,1,128,70,29,167.47
39,234,184,775,14,2,100,40,92,289.80
18,129,674,408,28,1,67,72,32,191.52
41,572,557,909,2,9,101,36,70,95.55
19,685,465,2445,10,5,127,50,50,131.25
19,311,74,2485,29,6,110,87,50,336.00
18,523,135,197,18,1,35,63,50,194.25
40,6,820,793,22,1,83,57,70,330.75
18,289,481,2585,20,7,110,67,62,305.97
15,320,113,682,8,4,36,30,38,79.80
25,355,539,4914,5,7,108,40,92,164.22
20,496,141,4584,16,8,127,80,29,121.80
23,535,460,4578,2,9,36,36,48,65.52
13,380,285,2148,11,9,84,66,92,299.46
27,96,519,4080,27,7,42,85,19,121.69
6,593,686,1033,11,5,93,53,48,136.08
4,942,298,134,11,5,74,80,19,53.86
4,708,406,373,4,3,128,35,48,55.44
4,315,234,526,21,7,142,70,35,180.07
21,570,457,4972,8,10,54,60,35,95.55
1,55,723,3208,16,3,64,47,35,128.63
28,471,660,3229,18,5,82,76,50,215.25
11,300,211,2628,17,9,114,65,35,158.03
36,562,517,1242,6,7,87,43,35,69.83
8,441,831,4365,14,1,32,50,48,146.16
41,166,759,3595,8,3,132,27,89,177.56
29,362,348,2611,1,1,120,6,50,15.75
26,426,529,3529,9,10,67,63,29,85.26
11,925,479,4183,14,1,68,75,89,271.01
25,545,320,3199,3,3,159,20,92,86.94
15,374,300,2706,9,9,47,60,14,39.69
23,273,991,1068,4,5,155,22,71,96.91
3,890,425,4317,1,4,97,25,29,18.27
11,615,485,3777,15,5,58,66,35,128.63
14,695,91,689,8,8,137,53,48,120.96
1,544,998,1400,3,8,45,36,19,27.93
27,441,262,1967,12,4,159,53,62,182.28
8,945,999,3146,9,1,133,50,29,57.85
19,478,881,3720,2,4,99,20,62,52.08
34,398,942,4847,6,9,130,50,92,202.86
36,242,879,2646,9,3,149,30,19,41.89
32,590,975,4665,11,1,151,40,19,45.88
27,898,590,664,5,1,128,30,32,36.96
37,788,119,576,8,5,59,65,62,136.71
16,748,530,177,13,3,62,80,55,167.47
23,631,819,6,3,10,91,43,55,92.40
19,620,274,2000,8,1,31,30,40,71.40
12,226,585,4996,9,1,139,25,55,109.72
3,904,537,1160,2,1,135,15,40,21.00
7,475,541,1922,4,4,47,26,29,36.54
28,636,53,3753,16,6,89,73,38,151.62
15,943,300,3897,8,5,136,65,14,30.87
42,677,587,1044,3,8,54,36,29,42.63
